Country Name,Country Code,Time,Time Code,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]",Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, secondary (% net) [SE.SEC.NENR]","Labor force participation rate, female (% of female population ages 15+) (national estimate) [SL.TLF.CACT.FE.NE.ZS]",Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS],Unemployment with basic education (% of total labor force with basic education) [SL.UEM.BASC.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Population living in slums (% of urban population) [EN.POP.SLUM.UR.ZS],Population density (people per sq. km of land area) [EN.POP.DNST],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Forest area (% of land area) [AG.LND.FRST.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]
Azerbaijan,AZE,2003,YR2003,66.756,4480,10.4,66.79,0.1,1.9,83.28454,..,67,10.4838709677419,77.22206132,98.9274673461914,..,51.988,..,99.6237235638581,3.46964452702785,12.1086289502976,2.4263625550969
Azerbaijan,AZE,2004,YR2004,67.346,4850,7.4,67.09,0.1,2.0535,84.21228,..,65.4,10.4838709677419,78.44924315,99.0747985839844,..,52.189,38.93333,100.475372556609,3.40840305784626,12.1604630346429,2.62948113760521
Azerbaijan,AZE,2005,YR2005,67.562,5970,4.8,74.92,0.2,2,83.86862,..,64.1,13.0434782608696,79.68380637,99.2215957641602,..,52.389,..,101.522501814662,3.58008067351061,12.21700096782,2.29906967458575
Azerbaijan,AZE,2006,YR2006,68.165,8140,2.8,76.52,0.2,1.97,83.15377,..,62.54,11.2903225806452,80.9259308,99.5,..,52.589,32.93,102.672531674674,3.59340212503904,12.2751890799521,3.41775933255807
Azerbaijan,AZE,2007,YR2007,68.603,10020,2.5,78.58,0.2,1.97,83.3748,..,61.58,11.3821138211382,82.17575175,99.5234527587891,12.21,52.79,..,103.853368672016,3.21952384836796,12.3311694441419,2.86419491898944
Azerbaijan,AZE,2008,YR2008,68.811,11640,2.5,82.73,0.2,1.9,83.88997,..,61.23,11.3821138211382,83.43255097,99.6838684082031,20.96,52.99,26.92667,106.059762547351,3.47440491133578,12.3862623597613,3.29121114577001
Azerbaijan,AZE,2009,YR2009,69.356,12940,2.5,88.59,0.2,1.82,85.17391,..,61.78,11.3821138211382,84.69646851,99.8542251586914,8.13,53.19,..,108.291290455327,2.84958170913655,12.441808477161,3.32542168167072
Azerbaijan,AZE,2010,YR2010,69.529,13800,2.5,86.48,0.2,1.92,84.44645,..,61.96,16,85.97105431,99.9437942504883,9.09,53.406,26.92667,109.542344173442,2.68511249642712,12.4914658343012,2.79100435652891
Azerbaijan,AZE,2011,YR2011,69.984,13790,2.5,91.2,0.2,1.96,86.61261,..,61.5,16,87.25520642,99.9000015258789,11.16,53.637,..,110.976336228798,2.97414762017826,12.6009956689008,4.67013555547022
Azerbaijan,AZE,2012,YR2012,70.36,15050,2.5,95.38,0.2,2,89.10507,..,61.4,16,88.5480703,100,9.54,53.883,26.92667,112.460790244138,3.23917810482688,12.7108265382661,4.65861825196324
Azerbaijan,AZE,2013,YR2013,70.881,16330,2.5,98.45,0.2,1.98,93.50729,..,61.4,15.5737704918033,89.84894863,100,..,54.145,..,113.923480806688,3.28557436862051,12.8205035144388,4.54092330961466
Azerbaijan,AZE,2014,YR2014,71.116,16940,2.5,94.84,0.2,1.97,94.6666,..,62,15.5737704918033,91.15671941,100,9.24,54.422,..,115.348813858679,3.3815556221401,12.9297085757836,4.55501312398224
Azerbaijan,AZE,2015,YR2015,71.451,14460,2.5,101.27,0.2,1.94,94.14265,..,62.4,16.9354838709677,92.42031398,100,9.41,54.714,..,116.731076781631,3.29279481365619,13.0395340115892,5.46487679293858
Azerbaijan,AZE,2016,YR2016,72.004,13510,2.5,103.88,0.2,1.9,94.92858,..,62.8,16.8,93.18356464,100,9.35,55.021,..,118.033288980283,3.30394764727994,13.1544115156647,3.68852730317814
Bangladesh,BGD,2000,YR2000,65.779,1620,..,62.64,0.1,3.218,..,46.4506,55.87,9.09090909090909,94.73628029,32,..,23.59,58.31077,992.49694245986,0.167584506899493,14.7524629330875,1.3571191812402
Bangladesh,BGD,2001,YR2001,66.135,1700,15.9,61.36,0.1,3.146,..,47.72372,..,..,94.90442754,35.0326461791992,..,24.096,..,1011.52711070139,0.195784197162972,14.7278904509488,1.28842277551655
Bangladesh,BGD,2002,YR2002,66.612,1780,15.1,63.17,0.1,3.084,..,48.85865,..,2,95.07781496,37.8510704040527,..,24.756,57.66662,1030.49724206806,0.204523151834117,14.70331796881,1.18576438785782
Bangladesh,BGD,2003,YR2003,66.824,1860,14.9,64.86,0.1,3.002,..,48.62257,26.07,2,95.24974068,40.6642608642578,..,25.429,..,1048.65334562495,0.2097371984069,14.6787454866713,1.13828694171388
Bangladesh,BGD,2004,YR2004,67.187,1990,14.4,63.83,0.1,2.914,..,45.27481,..,2,95.42010696,40.5999984741211,..,26.114,57.02246,1066.21898286856,0.21995504350196,14.6541730045325,1.12350586299567
Bangladesh,BGD,2005,YR2005,67.299,2150,14.2,71.77,0.1,2.808,93.68999,43.94428,..,14.7826086956522,95.59186057,44.2299995422363,..,26.809,..,1082.52738726281,0.232135396844242,14.6296005223938,1.09089436952842
Bangladesh,BGD,2006,YR2006,67.241,2360,13.8,74.12,0.1,2.712,93.43051,44.60284,28.99,15.0724637681159,95.76021655,50.5251007080078,3.09,27.517,56.3783,1095.71199969271,0.251721897657564,14.6050280402551,1.10823877446278
Bangladesh,BGD,2007,YR2007,66.714,2580,13.9,78.4,0.1,2.626,..,45.41006,..,..,95.92502197,46.5,..,28.237,..,1107.28995928401,0.263586594582306,14.5804555581163,1.11448018568293
Bangladesh,BGD,2008,YR2008,67.051,2790,13.6,84.55,0.1,2.535,92.56719,..,..,6.33333333333333,96.0861324,54.7355155944824,..,28.968,55.73415,1117.1646155028,0.285933318249804,14.5558830759776,1.05952989264661
Bangladesh,BGD,2009,YR2009,67.403,2930,14.8,85.07,0.1,2.44,92.54123,46.3405,..,18.5507246376812,96.24343833,57.56884765625,..,29.709,..,1127.04010140585,0.305030148225566,14.5313098256127,1.15673093933701
Bangladesh,BGD,2010,YR2010,68.638,3100,15.2,90.16,0.1,2.34,90.53203,47.65124,35.49,18.5507246376812,96.39688709,55.2599983215332,3.11,30.462,55.08999,1139.97955750173,0.340852562631789,14.5067373434739,1.32083739648164
Bangladesh,BGD,2011,YR2011,68.809,3330,15.8,93.31,0.1,2.262,..,47.29212,..,19.7142857142857,96.54632933,59.5999984741211,..,31.225,..,1153.96024429592,0.362305012205996,14.4991441960513,1.355517777279
Bangladesh,BGD,2012,YR2012,69.554,3740,15.3,94.1,0.1,2.209,..,49.66535,..,19.7142857142857,96.69158904,66.1555709838867,..,31.993,54.44584,1168.40016132749,0.381310753694003,14.4915510486287,1.32441949149986
Bangladesh,BGD,2013,YR2013,69.565,3990,15,96.33,0.1,2.184,..,54.27441,33.56,19.7142857142857,96.83255493,61.5,3.82,32.762,..,1183.29983099024,0.393401579673962,14.4839579012061,1.25819752209315
Bangladesh,BGD,2014,YR2014,69.986,4220,14.1,98.72,0.1,2.152,..,..,..,19.8275862068966,96.96925348,62.4000015258789,..,33.535,53.80168,1198.13550741338,0.409264352177523,14.4763647537835,1.27941246310601
Bangladesh,BGD,2015,YR2015,70.491,4450,14,100.48,0.1,2.114,..,59.13634,..,20,97.10160247,74.9037399291992,..,34.308,..,1212.49135745563,0.457416207311664,14.4687716063609,1.35096994738671
Bangladesh,BGD,2016,YR2016,71.09,4770,13.3,100.8,0.1,2.097,..,65.21977,33.19,20,97.22961308,75.9199981689453,3.23,35.083,53.15752,1227.50686025966,0.465529311942064,14.4687716063609,1.37232148233046
Belarus,BLR,2000,YR2000,68.9121951219512,5780,..,70.98,0.1,1.317,..,..,..,..,99.27228634,100,..,69.973,17.5584,49.1974779144976,5.30500690908763,40.78423252879,1.34698415075765
Belarus,BLR,2001,YR2001,68.5073170731707,6220,2.5,71.78,0.1,1.286,95.5913,..,..,10.3092783505155,99.27585121,100,..,70.458,..,48.9467226045631,5.22571827968014,40.9610340951667,1.43829074692244
Belarus,BLR,2002,YR2002,68.0560975609756,6690,2.7,72.6,0.1,1.24,92.53704,..,..,10.3092783505155,99.27938665,100,..,70.939,16.03017,48.6397310049352,5.25498431511356,41.1400736581061,1.40024580052512
Belarus,BLR,2003,YR2003,68.5536585365854,7380,3.3,73.62,0.1,1.232,93.07121,..,..,10.3092783505155,99.28288538,100,..,71.415,..,48.3012483606638,5.3797336238787,41.3166950982616,1.29906390002339
Belarus,BLR,2004,YR2004,68.9560975609756,8490,3.3,83.49,0.1,1.233,91.53975,..,..,29.3577981651376,99.06604793,100,..,71.887,14.50194,47.9754751867465,5.75935859544143,41.49495845968,1.35822231382833
Belarus,BLR,2005,YR2005,68.8512195121951,9660,2.5,82.62,0.1,1.252,89.60983,..,..,29.0909090909091,98.81829548,100,..,72.354,..,47.6446879945571,5.87542419402489,41.6672829371946,1.49845313530187
Belarus,BLR,2006,YR2006,69.4048780487805,10970,2.5,86.78,0.1,1.335,89.71155,..,53.3,29.0909090909091,98.56788355,100,..,72.816,12.97371,47.3372826558372,6.15529076544489,41.8286480305958,1.70941249195756
Belarus,BLR,2007,YR2007,70.2073170731707,12220,2.5,90.11,0.1,1.429,89.59185,..,53.55,29.0909090909091,98.31485789,100,..,73.273,..,47.1212709646576,6.02961859555214,42.0052143656266,1.64976591437478
Belarus,BLR,2008,YR2008,70.4560975609756,13720,2.5,98.17,0.2,1.488,..,..,54.92,31.8181818181818,98.0592468,100,..,73.726,11.44548,46.9585563473992,6.35304316704949,42.1809543523474,1.45349285157346
Belarus,BLR,2009,YR2009,70.4073170731707,13740,2.5,98.3,0.2,1.509,..,..,55.2,31.8181818181818,97.80112807,100,..,74.172,..,46.8441433626748,6.03943381840108,42.3577363995702,1.37257698145111
Belarus,BLR,2010,YR2010,70.4048780487805,15050,2.5,97.26,0.2,1.494,91.05012,94.90999,..,31.8181818181818,97.53976199,100,..,74.672,9.91726,46.7409685463919,6.503138603409,42.5328483701491,1.3413834329232
Belarus,BLR,2011,YR2011,70.5536585365854,16380,2.5,94.87,0.3,1.515,90.70014,95.19412,..,31.8181818181818,97.27530465,100,..,75.188,..,46.6297521068454,6.1882275625914,42.5346212606574,1.22449510976582
Belarus,BLR,2012,YR2012,71.9658536585366,17700,2.5,101.07,0.3,1.62,93.98101,96.37232,..,26.605504587156,97.00804146,100,..,75.697,8.38903,46.5593029044007,6.34480158224404,42.5403772320218,1.22921872178113
Belarus,BLR,2013,YR2013,72.4707317073171,18330,2.5,96.07,0.3,1.668,93.23412,97.40129,..,26.605504587156,96.73802951,100,..,76.199,..,46.5393725235082,6.35273319636721,42.5419401896426,1.27079665150066
Belarus,BLR,2014,YR2014,72.9707317073171,18440,2.5,101.14,0.4,1.696,93.11386,98.06344,..,26.605504587156,96.46534969,100,..,76.693,6.8608,46.5506003261518,6.29694719223074,42.5317653086864,1.26884247027803
Belarus,BLR,2015,YR2015,73.6243902439025,17330,2.5,100.05,0.4,1.724,93.96598,98.50839,85.5,27.2727272727273,96.47706709,100,..,77.181,..,46.611337189252,5.79429866116708,42.5341662643242,1.25748235926647
Belarus,BLR,2016,YR2016,73.8268292682927,16950,2.5,98.81,0.4,1.733,96.08237,97.60838,66.91,34.5454545454545,96.48867563,100,13.39,77.661,5.33257,46.6499448243246,5.82323297018738,42.9069698701401,1.25351504491885
Belize,BLZ,2000,YR2000,68.564,7200,..,94.36,1,3.634,94.82919,58.59082,..,6.89655172413793,87.43149032,79,..,45.398,15.8,10.5395002192021,1.86060248080331,63.9763261727313,0.855252088215852
Belize,BLZ,2001,YR2001,68.357,7410,5.8,95.85,1.1,3.554,91.96333,60.15394,..,6.89655172413793,88.08195837,80.1969604492188,..,45.381,..,10.8768084173608,2.11769447803305,63.6786058746164,0.855039571027126
Belize,BLZ,2002,YR2002,68.752,7690,5.4,87.39,1.2,3.465,..,..,..,6.89655172413793,88.73250003,81.0294189453125,..,45.364,15.76133,11.222577816747,2.03994734107591,63.3808855765015,0.839626561578468
Belize,BLZ,2003,YR2003,68.909,8190,5.5,89.66,1.4,3.321,92.11363,68.07142,..,3.33333333333333,89.38311302,81.8566360473633,..,45.347,..,11.5737834283209,1.91857514072076,63.0831652783867,0.863555813601252
Belize,BLZ,2004,YR2004,69.227,8400,5.5,100.53,1.5,3.207,93.30201,..,..,6.66666666666667,90.03379706,82.6809768676758,..,45.33,15.75733,11.9302060499781,1.61982596425212,62.7854449802718,0.896738668053127
Belize,BLZ,2005,YR2005,69.376,8650,5.7,102.68,1.6,3.129,92.96664,65.00642,27.8,6.66666666666667,90.68455258,83.5047760009766,13.73,45.313,..,12.2917580008768,1.67525635309853,62.487724682157,0.961314171602944
Belize,BLZ,2006,YR2006,70.093,9050,5.8,99.8,1.7,2.982,93.62886,64.72732,..,6.66666666666667,91.33537913,90.9885330200195,..,45.296,15.75333,12.6580008768084,1.76082070037994,62.1900043840421,1.00891515051953
Belize,BLZ,2007,YR2007,70.655,9170,6.6,98.99,1.7,2.874,93.3871,64.16498,..,3.33333333333333,91.98627666,85.1606369018555,..,45.279,..,13.0281893906182,1.79794261255228,61.8922840859272,1.06614040525357
Belize,BLZ,2008,YR2008,71.151,8930,7.1,96.15,1.6,2.799,93.81454,63.37331,..,0,92.6372453,85.9980621337891,..,45.262,15.74933,13.4007452871548,1.62036961308073,61.5945637878124,1.36760585248237
Belize,BLZ,2009,YR2009,71.819,9110,6.9,96.45,1.5,2.701,94.92075,63.70928,..,0,93.28828551,86.8454284667969,..,45.245,..,13.7733888645331,4.66083756934918,61.2968434896975,1.31081676671688
Belize,BLZ,2010,YR2010,72.272,8860,6.5,96.64,1.5,2.606,95.41596,63.64555,..,0,93.93747934,89.9172210693359,..,45.228,15.74533,14.121262604121,1.72924441022521,60.9991231915826,1.11367138699718
Belize,BLZ,2011,YR2011,72.651,9080,6.4,88.84,1.4,2.585,95.14914,65.33882,..,0,94.5876035,91.6817321777344,..,45.228,..,14.4470846120123,2.03011488811609,60.4856641823762,1.05532911847927
Belize,BLZ,2012,YR2012,73.245,8540,6.8,106.3,1.4,2.555,96.65387,67.45447,53.67,3.125,95.23855612,90.9959182739258,16.02,45.246,15.74133,14.7768084173608,1.9800687713427,59.9722051731697,0.999351703948428
Belize,BLZ,2013,YR2013,73.666,8770,7.4,99.62,1.3,2.53,95.743,69.13129,46.54,3.125,95.8901848,91.1861038208008,8.74,45.282,..,15.1112669881631,1.32844775565149,59.4587461639632,1.12566309127504
Belize,BLZ,2014,YR2014,73.311,8650,7.7,102.29,1.3,2.491,96.35903,69.22614,47.49,3.125,96.54229818,91.3642578125,8.56,45.335,15.73733,15.446514686541,1.37454411284715,58.9452871547567,1.19778950374248
Belize,BLZ,2015,YR2015,73.187,8910,7.8,102.1,1.3,2.438,96.20372,69.39745,47.93,3.125,97.17559498,91.8000030517578,7.76,45.406,..,15.7768960982025,1.87845088934646,58.4318281455502,1.14385616079602
Belize,BLZ,2016,YR2016,73.399,8710,7.2,95.61,1.2,2.394,96.11602,72.08962,49.21,3.125,97.58453956,93.2223129272461,6.66,45.495,15.73333,16.1031565103025,1.77614187355198,57.9430074528715,1.22319223222864
Benin,BEN,2000,YR2000,56.578,1720,..,55.17,1.5,5.89,..,17.4436,..,6.02409638554217,62.21775574,21.5310840606689,..,38.333,71.86569,62.0612185172047,0.203557490451232,36.6721355090458,0.412852302408383
Benin,BEN,2001,YR2001,56.66,1800,17.2,55.68,1.5,5.824,..,18.88049,68.7,6.02409638554217,62.385879,21.8999996185303,..,38.65,..,63.959214260376,0.240583768173254,36.2287158566868,0.357971127306215
Benin,BEN,2002,YR2002,56.606,1850,15.5,65.18,1.4,5.777,..,..,65.6,6.02409638554217,62.56639848,23.4159278869629,..,39.036,71.47241,65.9079726853494,0.292971417491603,35.7852962043278,0.622819458209776
Benin,BEN,2003,YR2003,56.738,1890,13.7,62.51,1.4,5.77,83.4165,..,78.3,6.02409638554217,62.76878216,24.3493232727051,..,39.536,..,67.9248669741043,0.318988595165453,35.3418765519688,0.647223226808757
Benin,BEN,2004,YR2004,56.826,1970,13.2,66.41,1.4,5.721,86.69745,..,..,7.2289156626506,62.96612496,25.2798328399658,..,40.039,71.07914,70.0120078041859,0.335218430325513,34.8984568996098,0.676149850432113
Benin,BEN,2005,YR2005,57.125,2010,12,66.69,1.3,5.676,81.92453,..,..,7.2289156626506,63.15796463,26.2098045349121,..,40.543,..,72.2722507981554,0.355804505818145,34.4550372472508,0.680970684993479
Benin,BEN,2006,YR2006,57.456,2080,11,59.03,1.3,5.636,84.66898,..,..,7.2289156626506,63.34453519,27.8999996185303,..,41.049,70.68586,74.5178343384179,0.413132505759208,34.0116175948918,0.665723323947751
Benin,BEN,2007,YR2007,57.675,2200,10.1,61.04,1.2,5.563,..,..,..,10.8433734939759,63.52604541,28.0780162811279,..,41.558,..,76.6917435260731,0.462339326907855,33.5681979425328,..
Benin,BEN,2008,YR2008,57.869,2290,9,74.43,1.2,5.483,90.1357,..,..,10.8433734939759,63.70227689,29.021614074707,..,42.069,70.29258,78.9860677545229,0.451087855355473,33.1247782901738,0.663958979626467
Benin,BEN,2009,YR2009,57.956,2290,8.8,77.51,1.2,5.436,94.2321,..,..,10.8433734939759,63.87282084,29.9751510620117,..,42.58,..,81.3454593827598,0.481569175037509,32.6813586378148,..
Benin,BEN,2010,YR2010,58.363,2290,8.2,80.51,1.2,5.39,94.92278,..,74.64,10.8433734939759,64.03810265,34.2000007629395,..,43.093,69.89931,83.7682688896772,0.510824490694717,32.2379389854558,..
Benin,BEN,2011,YR2011,58.462,2350,7.9,84.97,1.2,5.366,94.8091,..,69.7,8.43373493975904,64.19812277,36.9000015258789,2.46,43.608,..,86.2573607662292,0.478348573672836,31.7945193330968,..
Benin,BEN,2012,YR2012,58.716,2410,7.6,91.68,1.1,5.347,95.50633,..,..,8.43373493975904,64.35288158,38.4000015258789,..,44.125,69.50603,88.8087797091167,0.443845154791085,31.3510996807378,0.702056157787745
Benin,BEN,2013,YR2013,58.965,2580,7.5,99.15,1.1,5.345,..,43.42783,..,8.43373493975904,64.50201104,34.691219329834,..,44.642,..,91.4218694572543,0.453634928841865,30.9076800283789,0.687239683496254
Benin,BEN,2014,YR2014,59.125,2730,7.4,103.07,1.1,5.348,96.36058,..,..,8.43373493975904,64.64679742,34.0999984741211,..,45.166,69.11276,94.1366087264988,0.488570533867478,30.4642603760199,0.700924948797968
Benin,BEN,2015,YR2015,59.377,2770,7.3,94.87,1.1,5.319,..,46.58049,..,7.2289156626506,64.7868223,29.6200008392334,..,45.695,..,96.9562167435261,0.503586323811604,30.0208407236609,0.798484704909418
Benin,BEN,2016,YR2016,59.539,2880,7.6,102.05,1,5.303,..,..,..,7.2289156626506,64.92204449,37.0952453613281,..,46.229,68.71948,99.8588595246541,0.598485713029697,29.5774210713019,0.673596727016815
Bhutan,BTN,2000,YR2000,62.01,2710,..,49.47,0.1,3.414,57.27957,22.06706,..,9.33333333333333,83.31298468,31.1499996185303,..,25.418,..,14.7539447236181,0.364334893827901,65.4773869346734,..
Bhutan,BTN,2001,YR2001,63.444,2920,..,50.73,0.2,3.232,59.90765,24.15914,..,9.33333333333333,84.42064006,40.0451316833496,..,26.48,..,15.1566331658291,0.383101748243633,65.7268592964824,..
Bhutan,BTN,2002,YR2002,64.078,3160,..,48.85,0.2,3.078,..,..,..,9.33333333333333,85.41467036,43.9788780212402,..,27.57,..,15.5539698492462,0.389501298768432,65.9763316582915,..
Bhutan,BTN,2003,YR2003,64.696,3370,..,52.68,0.2,2.916,..,..,..,9.33333333333333,86.38870983,41.0999984741211,..,28.688,..,15.9454020100503,0.410382791781629,66.2258040201005,..
Bhutan,BTN,2004,YR2004,65.268,3570,..,62.77,0.2,2.893,..,..,..,9.21052631578947,87.34229888,51.8330116271973,..,29.835,..,17.0525224965239,0.445744633387232,69.4103943122491,..
Bhutan,BTN,2005,YR2005,65.805,3910,..,92.24,0.3,2.798,69.57875,33.86471,47.7,9.33333333333333,88.26939587,59.8081130981445,..,30.965,..,17.4022876931553,0.484273875623188,69.6708817587953,..
Bhutan,BTN,2006,YR2006,66.362,4300,..,104.86,0.3,2.669,73.53461,36.80107,55.8,2.66666666666667,89.13068645,59.6850547790527,..,31.712,..,17.6629850198074,0.480765231856935,69.9313692053415,..
Bhutan,BTN,2007,YR2007,66.954,5100,..,102.35,0.3,2.59,..,..,..,2.66666666666667,89.97601857,71.8000030517578,..,32.469,..,17.8821523204869,0.472378795036487,70.1918566518876,..
Bhutan,BTN,2008,YR2008,67.499,5310,..,86.54,0.3,2.496,79.444,44.05713,..,8.51063829787234,90.80524271,67.5552520751953,..,33.236,..,18.095259333106,0.431541297625037,70.4523440984338,..
Bhutan,BTN,2009,YR2009,67.897,5570,..,80.46,0.3,2.381,84.17788,45.84115,66.04,8.51063829787234,91.61796833,71.5038986206055,5.73,34.01,..,18.3035915733137,0.462104294531288,70.7128315449799,..
Bhutan,BTN,2010,YR2010,68.43,6130,..,83.7,0.3,2.296,86.28016,50.06988,63.87,8.51063829787234,92.41428403,73.2829132080078,3.59,34.793,..,18.5092216071569,0.563757590189308,70.9733189915261,..
Bhutan,BTN,2011,YR2011,68.881,6640,..,102.4,0.3,2.21,87.89042,51.61726,62.84,8.51063829787234,93.19407169,81.76708984375,..,35.585,..,18.7142482356954,0.828507382968075,71.025211847732,..
Bhutan,BTN,2012,YR2012,69.326,7080,..,91.85,0.3,2.138,90.24338,55.06652,63.23,8.51063829787234,93.95638485,91.5,3.71,36.371,..,18.9192486292206,0.891221598984948,71.0771047039379,..
Bhutan,BTN,2013,YR2013,69.707,7240,..,89.25,0.3,2.087,88.33726,58.16924,58.9,6.38297872340426,94.70140917,87.4511413574219,2.33,37.149,..,19.1224125718183,0.914954128817968,71.1289975601438,..
Bhutan,BTN,2014,YR2014,70.049,7860,..,93.34,0.3,2.027,..,61.73468,54.84,8.51063829787234,95.42943736,91.483512878418,..,37.918,..,19.3183356507595,0.956193802734272,71.1808904163497,..
Bhutan,BTN,2015,YR2015,70.343,8640,..,96.13,0.3,1.957,88.17317,63.7082,55.94,8.51063829787234,96.22142259,95.5307159423828,1.39,38.678,..,19.4998032374006,1.03299725269551,71.2327832725556,..
Bhutan,BTN,2016,YR2016,70.602,9390,..,110.53,0.2,1.835,87.5304,64.54163,..,8.51063829787234,96.83756512,99.5897903442383,..,39.428,..,19.6560664848993,1.24132890347724,71.2342701342282,..
Bolivia,BOL,2000,YR2000,62.346,3270,..,54.77,0.3,3.991,95.14838,62.3867,59.61,11.5384615384615,79.98631039,69.9630432128906,3.57,61.787,57.94489,7.93192652081602,0.955467087242873,50.8643865965107,2.0629712007857
Bolivia,BOL,2001,YR2001,62.843,3350,27.9,56.11,0.3,3.89,94.89123,65.13454,60.2,11.5384615384615,80.77731881,69.2585372924805,5.71,62.306,..,8.0735567248223,0.920126081569763,50.6783457952552,2.32044788974964
Bolivia,BOL,2002,YR2002,63.306,3420,26.9,58.77,0.3,3.802,95.16109,69.4617,61.8,18.4615384615385,81.54188419,63.9968566894531,4.53,62.783,55.68105,8.21617557463307,0.932680477222672,50.4923049939998,1.99033471628709
Bolivia,BOL,2003,YR2003,63.635,3480,27.7,61.69,0.3,3.721,95.2292,72.04412,63.9,18.4615384615385,82.2924509,72.3000030517578,..,63.248,..,8.36091387427305,1.00300550556684,50.3062641927444,2.14548508275664
Bolivia,BOL,2004,YR2004,64.004,3640,27.7,61.78,0.3,3.633,94.82356,74.14804,63.9,19.2307692307692,83.03298988,75.9453048706055,2.4,63.711,53.41721,8.50759623373027,1.02942847107819,50.120223391489,1.89650366226171
Bolivia,BOL,2005,YR2005,64.386,3870,26.8,66.15,0.3,3.558,94.96596,74.68435,60.52,16.9230769230769,83.76284924,68.2882080078125,5.01,64.17,..,8.65631680974799,1.0720362642561,49.9341825902335,1.717004422633
Bolivia,BOL,2006,YR2006,64.779,4120,24.6,70.25,0.3,3.533,95.07125,74.05262,63.66,16.9230769230769,84.48315277,76.2112808227539,4.17,64.628,51.15337,8.80888304255516,1.17729191526516,49.7481417889781,1.46622698404757
Bolivia,BOL,2007,YR2007,65.027,4340,23.9,74.63,0.3,3.447,94.89489,73.1655,43.55,16.9230769230769,85.1929341,80.1565704345703,3.53,65.082,..,8.9644161358811,1.24438377650767,49.5621009877227,1.4890475837354
